"SUID","EdgeBetweenness","interaction","name","selected","shared interaction","shared name","stringdb::coexpression","stringdb::cooccurrence","stringdb::databases","stringdb::experiments","stringdb::fusion","stringdb::interspecies","stringdb::neighborhood","stringdb::score","stringdb::textmining"
"49152","1020.29309028","pp","ggtB (pp) 83332.Rv2391","false","pp","ggtB (pp) 83332.Rv2391","0.075",,,,,,"0.726","0.905","0.656"
"49153","1812.32330484","pp","ggtB (pp) 83332.Rv2392","false","pp","ggtB (pp) 83332.Rv2392","0.075",,,,,,"0.728","0.819","0.341"
"49154","5754.06372922","pp","ggtB (pp) 83332.Rv3859c","false","pp","ggtB (pp) 83332.Rv3859c",,,"0.952",,,,"0.068","0.966","0.32"
"49155","3155.89122813","pp","mesJ (pp) 83332.Rv3396c","false","pp","mesJ (pp) 83332.Rv3396c","0.147",,"0.952",,,,"0.09","0.982","0.597"
"49156","269.1967505","pp","mesJ (pp) 83332.Rv3624c","false","pp","mesJ (pp) 83332.Rv3624c","0.183",,"0.442",,"0.896",,"0.874","0.993",
"49157","7035.90982911","pp","mesJ (pp) 83332.Rv3859c","false","pp","mesJ (pp) 83332.Rv3859c","0.092",,"0.952",,,,"0.082","0.956",
"49158","923.36615028","pp","mesJ (pp) 83332.Rv1843c","false","pp","mesJ (pp) 83332.Rv1843c","0.078",,"0.739",,,,"0.224","0.807","0.091"
"49159","861.48685417","pp","mesJ (pp) 83332.Rv3411c","false","pp","mesJ (pp) 83332.Rv3411c","0.078",,"0.739",,,,"0.224","0.807","0.091"
"49160","5584.27698718","pp","Rv2851c (pp) 83332.Rv2124c","false","pp","Rv2851c (pp) 83332.Rv2124c",,,"0.952",,,,"0.063","0.953",
"49161","1689.6761143","pp","Rv2851c (pp) 83332.Rv2850c","false","pp","Rv2851c (pp) 83332.Rv2850c","0.104",,,,,,"0.895","0.901",
"49162","50.10896567","pp","Rv2851c (pp) 83332.Rv2849c","false","pp","Rv2851c (pp) 83332.Rv2849c","0.106",,,,,,"0.815","0.975","0.865"
"49163","548.29904533","pp","Rv2851c (pp) 83332.Rv2848c","false","pp","Rv2851c (pp) 83332.Rv2848c","0.083",,,,,,"0.813","0.982","0.908"
"49164","4850.0","pp","galTb (pp) 83332.Rv0618","false","pp","galTb (pp) 83332.Rv0618",,"0.784",,,"0.9",,"0.845","0.996",
"49165","1082.53555556","pp","tcrY (pp) 83332.Rv3576","false","pp","tcrY (pp) 83332.Rv3576","0.104",,"0.711","0.237",,,,"0.797","0.094"
"49166","430.72914219","pp","tcrY (pp) 83332.Rv0015c","false","pp","tcrY (pp) 83332.Rv0015c","0.104",,"0.711","0.237","0.012",,,"0.797","0.094"
"49167","606.44368306","pp","tcrY (pp) 83332.Rv3080c","false","pp","tcrY (pp) 83332.Rv3080c","0.104",,"0.711","0.237",,,"0.044","0.797","0.094"
"49168","705.96407914","pp","tcrY (pp) 83332.Rv0410c","false","pp","tcrY (pp) 83332.Rv0410c","0.104",,"0.711","0.237",,,,"0.797","0.094"
"49169","457.29633435","pp","tcrY (pp) 83332.Rv0903c","false","pp","tcrY (pp) 83332.Rv0903c","0.067","0.521","0.182","0.265","0.072",,"0.068","0.815","0.383"
"49170","395.64755205","pp","tcrY (pp) 83332.Rv2914c","false","pp","tcrY (pp) 83332.Rv2914c","0.104",,"0.711","0.237",,,,"0.797","0.094"
"49171","1736.72974365","pp","tcrY (pp) 83332.Rv0757","false","pp","tcrY (pp) 83332.Rv0757","0.067","0.555","0.224","0.265","0.073",,"0.074","0.799","0.232"
"49172","987.60219444","pp","tcrY (pp) 83332.Rv1027c","false","pp","tcrY (pp) 83332.Rv1027c","0.067","0.437","0.182","0.265","0.064",,"0.068","0.77","0.35"
"49173","744.26606563","pp","tcrY (pp) 83332.Rv0931c","false","pp","tcrY (pp) 83332.Rv0931c","0.104",,"0.711","0.237",,,"0.044","0.801","0.11"
"49174","511.88656878","pp","tcrY (pp) 83332.Rv0014c","false","pp","tcrY (pp) 83332.Rv0014c","0.104",,"0.711","0.237","0.004",,"0.043","0.809","0.149"
"49175","333.37113068","pp","tcrY (pp) 83332.Rv2176","false","pp","tcrY (pp) 83332.Rv2176","0.104",,"0.711","0.237","0.031",,,"0.797","0.094"
"49176","921.23531715","pp","Rv3645 (pp) 83332.Rv2445c","false","pp","Rv3645 (pp) 83332.Rv2445c",,,"0.945","0.104",,,"0.068","0.95",
"49177","948.24548006","pp","Rv3645 (pp) 83332.Rv3143","false","pp","Rv3645 (pp) 83332.Rv3143",,,"0.344","0.22",,,"0.114","0.776","0.566"
"49178","934.49981076","pp","Rv3645 (pp) 83332.Rv2027c","false","pp","Rv3645 (pp) 83332.Rv2027c",,,"0.839","0.214",,,"0.114","0.948","0.597"
"49179","650.51425635","pp","Rv3645 (pp) 83332.Rv3132c","false","pp","Rv3645 (pp) 83332.Rv3132c",,,"0.839","0.214",,,"0.114","0.948","0.597"
"49180","373.12456856","pp","Rv3645 (pp) 83332.Rv3609c","false","pp","Rv3645 (pp) 83332.Rv3609c","0.072",,"0.945",,,,"0.103","0.95",
"49181","874.66582479","pp","Rv3645 (pp) 83332.Rv0982","false","pp","Rv3645 (pp) 83332.Rv0982","0.07",,"0.774","0.218",,,"0.118","0.879","0.296"
"49182","137.80674296","pp","Rv3645 (pp) 83332.Rv2435c","false","pp","Rv3645 (pp) 83332.Rv2435c",,"0.187","0.817",,,,"0.144","0.884","0.199"
"49183","1959.73210938","pp","Rv3645 (pp) 83332.Rv0104","false","pp","Rv3645 (pp) 83332.Rv0104","0.085",,"0.168","0.242",,,"0.323","0.827","0.627"
"49184","198.91960965","pp","Rv3645 (pp) 83332.Rv1264","false","pp","Rv3645 (pp) 83332.Rv1264",,"0.256","0.945",,,,"0.063","0.989","0.767"
"49185","508.71609107","pp","Rv3645 (pp) 83332.Rv1354c","false","pp","Rv3645 (pp) 83332.Rv1354c","0.072",,"0.739","0.214",,,"0.136","0.921","0.597"
"49186","2204.91203921","pp","Rv3645 (pp) 83332.Rv1617","false","pp","Rv3645 (pp) 83332.Rv1617",,,"0.945","0.182",,,"0.042","0.956","0.113"
"49187","564.61874112","pp","Rv3645 (pp) 83332.Rv1319c","false","pp","Rv3645 (pp) 83332.Rv1319c","0.052","0.195","0.742",,,,"0.088","0.83","0.201"
"49188","211.51466875","pp","Rv3645 (pp) 83332.Rv2212","false","pp","Rv3645 (pp) 83332.Rv2212",,"0.374","0.604",,,,"0.063","0.939","0.769"
"49189","1427.33975605","pp","Rv3645 (pp) 83332.Rv0805","false","pp","Rv3645 (pp) 83332.Rv0805","0.085",,"0.857",,,,"0.043","0.931","0.514"
"49190","288.51158708","pp","Rv3645 (pp) 83332.Rv1647","false","pp","Rv3645 (pp) 83332.Rv1647",,"0.48","0.351",,,,"0.063","0.953","0.871"
"49191","345.91159004","pp","Rv3645 (pp) 83332.Rv2583c","false","pp","Rv3645 (pp) 83332.Rv2583c",,,"0.945",,,,"0.068","0.949","0.094"
"49192","129.47970022","pp","Rv3645 (pp) 83332.Rv1625c","false","pp","Rv3645 (pp) 83332.Rv1625c",,"0.322","0.801",,,,"0.063","0.905","0.342"
"49193","38.15923761","pp","Rv1506c (pp) 83332.Rv1505c","false","pp","Rv1506c (pp) 83332.Rv1505c","0.085","0.746",,,,,"0.852","0.989","0.735"
"49194","6626.44600979","pp","Rv1506c (pp) 83332.Rv1507c","false","pp","Rv1506c (pp) 83332.Rv1507c","0.085","0.746",,,,,"0.448","0.927","0.5"
"49195","2133.60951411","pp","Rv1506c (pp) 83332.Rv1502","false","pp","Rv1506c (pp) 83332.Rv1502","0.07","0.753",,,,,"0.088","0.772",
"49196","134.432754","pp","eccA3 (pp) 83332.Rv0285","false","pp","eccA3 (pp) 83332.Rv0285",,"0.594",,,,,"0.856","0.943","0.103"
"49197","6.67520234","pp","eccA3 (pp) eccC3","false","pp","eccA3 (pp) eccC3","0.075","0.505",,,,,"0.852","0.975","0.676"
"49198","712.00941965","pp","eccE3 (pp) 83332.Rv0282","false","pp","eccE3 (pp) 83332.Rv0282","0.073","0.489",,,,,"0.518","0.974","0.9"
"49199","1630.93846824","pp","esxG (pp) 83332.Rv0282","false","pp","esxG (pp) 83332.Rv0282","0.075","0.594",,,,,"0.697","0.909","0.293"
"49200","95.40227848","pp","eccA3 (pp) espG3","false","pp","eccA3 (pp) espG3","0.085","0.644",,,,,"0.615","0.911","0.375"
"49201","619.53134706","pp","PPE4 (pp) 83332.Rv0282","false","pp","PPE4 (pp) 83332.Rv0282","0.085","0.523",,,,,"0.85","0.949","0.31"
"49202","24.85321869","pp","eccA3 (pp) eccB3","false","pp","eccA3 (pp) eccB3","0.085","0.546",,,,,"0.857","0.974","0.623"
"49203","1540.87929298","pp","eccA3 (pp) 83332.Rv0288","false","pp","eccA3 (pp) 83332.Rv0288","0.075","0.599",,,,,"0.623","0.897","0.353"
"49204","84.09608479","pp","eccA3 (pp) eccD3","false","pp","eccA3 (pp) eccD3","0.085","0.523",,,,,"0.518","0.935","0.731"
"49205","3.7069551","pp","eccA3 (pp) mycP3","false","pp","eccA3 (pp) mycP3","0.072","0.432",,,,,"0.508","0.814","0.367"
"49206","1577.27253495","pp","Rv1364c (pp) 83332.Rv3287c","false","pp","Rv1364c (pp) 83332.Rv3287c","0.097","0.188","0.73","0.678",,,"0.315","0.996","0.943"
"49207","1657.76418668","pp","Rv1364c (pp) 83332.Rv0018c","false","pp","Rv1364c (pp) 83332.Rv0018c",,,,,,,"0.084","0.8","0.792"
"49208","1448.74084677","pp","Rv1364c (pp) 83332.Rv1354c","false","pp","Rv1364c (pp) 83332.Rv1354c","0.105",,"0.219",,,,"0.37","0.793","0.586"
"49209","773.03118823","pp","Rv1364c (pp) 83332.Rv1365c","false","pp","Rv1364c (pp) 83332.Rv1365c","0.217","0.46","0.467","0.997",,,"0.61","0.999","0.812"
"49210","21669.78641571","pp","Rv1364c (pp) 83332.Rv3859c","false","pp","Rv1364c (pp) 83332.Rv3859c",,,"0.79",,,,"0.068","0.829","0.198"
"49211","1188.26350734","pp","Rv1364c (pp) 83332.Rv1904","false","pp","Rv1364c (pp) 83332.Rv1904","0.217","0.456","0.467","0.997",,,"0.215","0.999","0.927"
"49212","1465.91811114","pp","Rv1364c (pp) 83332.Rv0981","false","pp","Rv1364c (pp) 83332.Rv0981",,,"0.772","0.057","0.008",,"0.085","0.871","0.426"
"49213","2502.57572324","pp","Rv1364c (pp) 83332.Rv2884","false","pp","Rv1364c (pp) 83332.Rv2884",,,"0.772","0.057",,,"0.085","0.871","0.426"
"49214","1491.86266826","pp","Rv1364c (pp) 83332.Rv0516c","false","pp","Rv1364c (pp) 83332.Rv0516c","0.217",,"0.467","0.993",,,"0.215","0.999","0.825"
"49215","658.71582383","pp","Rv1364c (pp) 83332.Rv2638","false","pp","Rv1364c (pp) 83332.Rv2638","0.217","0.421","0.467","0.993",,,"0.215","0.999","0.904"
"49216","4996.60889972","pp","Rv1364c (pp) ribA2","false","pp","Rv1364c (pp) ribA2",,,"0.823",,,,"0.336","0.877",
"49217","2858.25687614","pp","Rv1364c (pp) 83332.Rv0931c","false","pp","Rv1364c (pp) 83332.Rv0931c",,,,"0.231",,,"0.329","0.829","0.697"
"49218","866.40356156","pp","Rv1364c (pp) 83332.Rv0941c","false","pp","Rv1364c (pp) 83332.Rv0941c","0.217","0.538","0.467","0.993",,,"0.215","0.999","0.816"
"49219","1362.39577665","pp","Rv1364c (pp) 83332.Rv0903c","false","pp","Rv1364c (pp) 83332.Rv0903c",,,"0.772","0.057","0.009",,"0.085","0.889","0.503"
"49220","1514.04915973","pp","Rv1364c (pp) 83332.Rv3132c","false","pp","Rv1364c (pp) 83332.Rv3132c","0.07",,"0.219",,"0.081",,"0.376","0.837","0.67"
"49221","2655.21938499","pp","Rv1364c (pp) 83332.Rv3143","false","pp","Rv1364c (pp) 83332.Rv3143","0.071",,"0.197",,,,"0.352","0.779","0.597"
"49222","3188.4202716","pp","Rv1364c (pp) pknE","false","pp","Rv1364c (pp) pknE",,,,"0.231",,,"0.342","0.778","0.597"
"49223","1436.54123699","pp","Rv1364c (pp) 83332.Rv0982","false","pp","Rv1364c (pp) 83332.Rv0982","0.07",,"0.256","0.243","0.007",,"0.356","0.839","0.597"
"49224","2286.38642934","pp","Rv1364c (pp) 83332.Rv2027c","false","pp","Rv1364c (pp) 83332.Rv2027c","0.07",,"0.219",,"0.1",,"0.376","0.804","0.595"
"49225","5030.41629535","pp","Rv1364c (pp) 83332.Rv0757","false","pp","Rv1364c (pp) 83332.Rv0757",,,"0.772","0.057","0.005",,"0.085","0.871","0.426"
"49226","4879.81048701","pp","Rv1364c (pp) 83332.Rv1027c","false","pp","Rv1364c (pp) 83332.Rv1027c",,,"0.772","0.057","0.002",,"0.085","0.871","0.426"
"49227","2168.16535299","pp","Rv1364c (pp) mtrB","false","pp","Rv1364c (pp) mtrB","0.073",,"0.368",,"0.01",,"0.377","0.833","0.597"
"49228","2815.84209475","pp","Rv1364c (pp) ribA1","false","pp","Rv1364c (pp) ribA1",,,"0.823",,,,"0.336","0.877",
"49229","1778.4956453","pp","Rv1364c (pp) 83332.Rv3286c","false","pp","Rv1364c (pp) 83332.Rv3286c","0.074","0.211",,"0.726",,,"0.365","0.988","0.924"
"49230","1790.026084","pp","serA2 (pp) 83332.Rv3042c","false","pp","serA2 (pp) 83332.Rv3042c","0.086",,"0.453","0.155",,,"0.081","0.809","0.585"
"49231","474.95327333","pp","serA2 (pp) serC","false","pp","serA2 (pp) serC","0.744",,"0.993","0.172","0.036",,"0.11","0.999","0.816"
"49232","789.82448633","pp","serA2 (pp) xylB","false","pp","serA2 (pp) xylB","0.073","0.433",,,,,"0.701","0.841","0.112"
"49233","2073.37203006","pp","serA2 (pp) 83332.Rv0489","false","pp","serA2 (pp) 83332.Rv0489","0.069",,"0.936","0.155","0.388",,,"0.966","0.093"
"49234","1723.70119733","pp","serA2 (pp) 83332.Rv1092c","false","pp","serA2 (pp) 83332.Rv1092c","0.071",,"0.711","0.244",,,"0.09","0.803","0.098"
"49235","78.97966233","pp","serA2 (pp) 83332.Rv2996c","false","pp","serA2 (pp) 83332.Rv2996c","0.071","0.211","0.876",,,,,"0.923","0.256"
"49236","7641.86950734","pp","ptpA (pp) 83332.Rv0015c","false","pp","ptpA (pp) 83332.Rv0015c",,,"0.375","0.182",,,"0.062","0.783","0.602"
"49237","4425.71751675","pp","ptpA (pp) 83332.Rv0018c","false","pp","ptpA (pp) 83332.Rv0018c",,,,,,,"0.06","0.791","0.788"
"49238","1628.60196792","pp","ptpA (pp) 83332.Rv0153c","false","pp","ptpA (pp) 83332.Rv0153c","0.07",,"0.945",,,,"0.068","0.995","0.913"
"49239","6268.6801067","pp","ptpA (pp) sapM","false","pp","ptpA (pp) sapM",,,,,,,,"0.904","0.904"
"49240","473.16964371","pp","uvrD2 (pp) 83332.Rv0861c","false","pp","uvrD2 (pp) 83332.Rv0861c","0.062",,,"0.106",,,"0.068","0.777","0.749"
"49241","312.97078514","pp","uvrD2 (pp) 83332.Rv3649","false","pp","uvrD2 (pp) 83332.Rv3649","0.172","0.201","0.199","0.297",,,"0.233","0.806","0.451"
"49242","3424.70726607","pp","uvrD2 (pp) 83332.Rv1629","false","pp","uvrD2 (pp) 83332.Rv1629","0.232",,,"0.244",,,"0.262","0.839","0.669"
"49243","177.17417319","pp","uvrD2 (pp) 83332.Rv3201c","false","pp","uvrD2 (pp) 83332.Rv3201c","0.085","0.266","0.945","0.24",,,"0.249","0.975",
"49244","488.22535166","pp","uvrD2 (pp) 83332.Rv0427c","false","pp","uvrD2 (pp) 83332.Rv0427c","0.095",,,"0.071",,,"0.068","0.789","0.763"
"49245","193.23136562","pp","uvrD2 (pp) 83332.Rv2593c","false","pp","uvrD2 (pp) 83332.Rv2593c","0.085","0.174","0.36","0.134",,,"0.075","0.784","0.548"
"49246","499.59155757","pp","uvrD2 (pp) 83332.Rv1638","false","pp","uvrD2 (pp) 83332.Rv1638","0.085","0.215",,"0.276",,,"0.086","0.832","0.702"
"49247","4064.77286669","pp","Rv3471c (pp) 83332.Rv2124c","false","pp","Rv3471c (pp) 83332.Rv2124c",,,"0.952",,,,"0.146","0.957",
"49248","1055.26504955","pp","Rv3471c (pp) 83332.Rv3470c","false","pp","Rv3471c (pp) 83332.Rv3470c",,,,,,,"0.851","0.851",
"49249","701.24074083","pp","Rv3471c (pp) 83332.Rv0118c","false","pp","Rv3471c (pp) 83332.Rv0118c",,,,,,,"0.079","0.868","0.863"
"49250","1288.59853987","pp","Rv3471c (pp) 83332.Rv3041c","false","pp","Rv3471c (pp) 83332.Rv3041c",,,,,,,,"0.902","0.902"
"49251","1023.50501387","pp","gpsI (pp) 83332.Rv2444c","false","pp","gpsI (pp) 83332.Rv2444c","0.094","0.235",,"0.994",,,"0.144","0.998","0.583"
"49252","1647.03196286","pp","gpsI (pp) 83332.Rv2782c","false","pp","gpsI (pp) 83332.Rv2782c","0.091",,,"0.252",,,"0.874","0.937","0.354"
"49253","717.38439626","pp","gpsI (pp) 83332.Rv2731","false","pp","gpsI (pp) 83332.Rv2731","0.071",,,,,,"0.068","0.872","0.865"
"49254","2116.79395788","pp","gpsI (pp) 83332.Rv2445c","false","pp","gpsI (pp) 83332.Rv2445c",,,"0.9",,,,"0.113","0.956","0.553"
"49255","1635.70288146","pp","gpsI (pp) 83332.Rv1630","false","pp","gpsI (pp) 83332.Rv1630","0.354","0.272","0.442",,,,"0.086","0.899","0.646"
"49256","1085.21102825","pp","gpsI (pp) 83332.Rv2785c","false","pp","gpsI (pp) 83332.Rv2785c","0.227",,,"0.133",,,"0.523","0.918","0.775"
"49257","303.26827411","pp","gpsI (pp) 83332.Rv2784c","false","pp","gpsI (pp) 83332.Rv2784c","0.07",,,,,,"0.399","0.853","0.759"
"49258","387.16939593","pp","Rv3038c (pp) Rv3040c","false","pp","Rv3038c (pp) Rv3040c","0.07",,,,,,"0.854","0.86","0.05"
"49259","2654.99600139","pp","Rv3038c (pp) 83332.Rv3042c","false","pp","Rv3038c (pp) 83332.Rv3042c","0.071",,"0.172",,,,"0.823","0.855","0.059"
"49260","142.59417302","pp","Rv3038c (pp) 83332.Rv3041c","false","pp","Rv3038c (pp) 83332.Rv3041c",,,,,,,"0.856","0.856",
"49261","1707.39984582","pp","Rv3038c (pp) 83332.Rv3030","false","pp","Rv3038c (pp) 83332.Rv3030","0.071","0.754","0.181",,,,"0.066","0.813","0.096"
"49262","2276.43547866","pp","Rv3038c (pp) 83332.Rv3039c","false","pp","Rv3038c (pp) 83332.Rv3039c",,,,"0.202",,,"0.86","0.884","0.048"
"49263","4850.0","pp","PE_PGRS9 (pp) 83332.Rv0745","false","pp","PE_PGRS9 (pp) 83332.Rv0745",,,,,,,"0.787","0.787",
"49264","4279.26638038","pp","Rv3114 (pp) 83332.Rv0266c","false","pp","Rv3114 (pp) 83332.Rv0266c",,,"0.778",,,,"0.078","0.786",
"49265","1418.6230238","pp","Rv3114 (pp) 83332.Rv2738c","false","pp","Rv3114 (pp) 83332.Rv2738c",,,,,,,,"0.865","0.865"
"49266","270.73545223","pp","ribF (pp) 83332.Rv2965c","false","pp","ribF (pp) 83332.Rv2965c","0.071","0.377",,,,,"0.068","0.852","0.758"
"49267","4062.07245304","pp","ribF (pp) 83332.Rv2785c","false","pp","ribF (pp) 83332.Rv2785c","0.075",,,,,,"0.61","0.811","0.52"
"49268","1385.81344231","pp","ribF (pp) 83332.Rv1712","false","pp","ribF (pp) 83332.Rv1712","0.081","0.243",,,"0.721",,"0.088","0.799",
"49269","733.08674371","pp","ribF (pp) 83332.Rv1631","false","pp","ribF (pp) 83332.Rv1631","0.088","0.223",,,,,"0.125","0.879","0.828"
"49270","1242.31266479","pp","ribF (pp) 83332.Rv2800","false","pp","ribF (pp) 83332.Rv2800",,,,,,,,"0.799","0.799"
"49271","921.70246026","pp","ribF (pp) 83332.Rv2671","false","pp","ribF (pp) 83332.Rv2671","0.225",,,,,,"0.089","0.902","0.873"
"49272","713.43472537","pp","ribF (pp) 83332.Rv1391","false","pp","ribF (pp) 83332.Rv1391","0.083","0.241",,,,,"0.163","0.861","0.79"
"49273","889.3119952","pp","ribF (pp) 83332.Rv1695","false","pp","ribF (pp) 83332.Rv1695",,,"0.442",,,,"0.086","0.828","0.691"
"49274","1291.17012426","pp","ribF (pp) 83332.Rv1901","false","pp","ribF (pp) 83332.Rv1901","0.07",,"0.948",,,,"0.334","0.964",
"49275","1782.12582316","pp","ribF (pp) 83332.Rv3372","false","pp","ribF (pp) 83332.Rv3372","0.071",,"0.778","0.158",,,"0.256","0.863","0.107"
"49276","1580.95572889","pp","ribF (pp) 83332.Rv2793c","false","pp","ribF (pp) 83332.Rv2793c","0.212",,,,"0.742",,"0.249","0.944","0.676"
"49277","3708.87724719","pp","ribF (pp) 83332.Rv2006","false","pp","ribF (pp) 83332.Rv2006","0.071",,"0.778","0.158",,,"0.256","0.863","0.107"
"49278","2894.52789586","pp","metH (pp) 83332.Rv1406","false","pp","metH (pp) 83332.Rv1406","0.07",,"0.945",,,,"0.06","0.958","0.238"
"49279","726.33220929","pp","gcvT (pp) 83332.Rv1406","false","pp","gcvT (pp) 83332.Rv1406","0.077",,"0.945",,,,,"0.954","0.181"
"49280","1278.24859241","pp","pheT (pp) 83332.Rv1406","false","pp","pheT (pp) 83332.Rv1406",,"0.187","0.344",,,,"0.237","0.814","0.597"
"49281","651.30972021","pp","fmt (pp) 83332.Rv1408","false","pp","fmt (pp) 83332.Rv1408","0.083","0.193",,,,,"0.812","0.865","0.146"
"49282","206.64761436","pp","fmt (pp) 83332.Rv1007c","false","pp","fmt (pp) 83332.Rv1007c","0.08",,"0.945",,,,"0.085","0.962","0.294"
"49283","572.06581377","pp","fmt (pp) 83332.Rv0429c","false","pp","fmt (pp) 83332.Rv0429c","0.214","0.198",,"0.125","0.688",,"0.249","0.957","0.73"
"49284","212.70565945","pp","fmt (pp) thyX","false","pp","fmt (pp) thyX","0.07",,"0.945",,,,,"0.952","0.151"
"49285","311.55718036","pp","folD (pp) 83332.Rv1406","false","pp","folD (pp) 83332.Rv1406",,"0.194","0.945","0.14",,,"0.11","0.971","0.294"
"49286","1157.42322879","pp","fmt (pp) fmu","false","pp","fmt (pp) fmu","0.296",,,,"0.635",,"0.89","0.986","0.587"
"49287","1126.17101803","pp","dinP (pp) 83332.Rv1629","false","pp","dinP (pp) 83332.Rv1629","0.201",,"0.481","0.23",,,"0.068","0.948","0.853"
"49288","130.25883059","pp","dinP (pp) 83332.Rv1696","false","pp","dinP (pp) 83332.Rv1696","0.231",,,,,,"0.087","0.832","0.781"
"49289","22.70609223","pp","dinP (pp) 83332.Rv0938","false","pp","dinP (pp) 83332.Rv0938","0.248","0.172","0.422",,,,"0.068","0.906","0.764"
"49290","807.15979598","pp","dinP (pp) 83332.Rv0002","false","pp","dinP (pp) 83332.Rv0002","0.104",,"0.505","0.72",,,,"0.896","0.266"
"49291","110.25836924","pp","dinP (pp) 83332.Rv1317c","false","pp","dinP (pp) 83332.Rv1317c","0.074",,,"0.238",,,"0.068","0.855","0.807"
"49292","65.03805165","pp","dinP (pp) 83332.Rv3370c","false","pp","dinP (pp) 83332.Rv3370c","0.107",,,,,,"0.076","0.792","0.769"
"49293","2590.32212325","pp","dinP (pp) 83332.Rv2737c","false","pp","dinP (pp) 83332.Rv2737c","0.094",,"0.503","0.266",,,"0.088","0.924","0.787"
"49294","2797.98588152","pp","Rv1120c (pp) 83332.Rv1617","false","pp","Rv1120c (pp) 83332.Rv1617",,,"0.923","0.182",,,"0.042","0.936","0.069"
"49295","589.24266015","pp","Rv1120c (pp) 83332.Rv3609c","false","pp","Rv1120c (pp) 83332.Rv3609c","0.072",,"0.888",,,,,"0.891",
"49296","195.56332393","pp","Rv1120c (pp) 83332.Rv1647","false","pp","Rv1120c (pp) 83332.Rv1647","0.07","0.385",,,,,,"0.838","0.74"
"49297","98.92015399","pp","Rv1120c (pp) 83332.Rv1264","false","pp","Rv1120c (pp) 83332.Rv1264",,"0.224","0.86",,,,,"0.971","0.755"
"49298","321.87687702","pp","Rv1120c (pp) Rv3645","false","pp","Rv1120c (pp) Rv3645",,"0.185","0.86",,,,"0.063","0.96","0.671"
"49299","843.04064241","pp","Rv1120c (pp) 83332.Rv0891c","false","pp","Rv1120c (pp) 83332.Rv0891c",,"0.704",,,,,,"0.848","0.508"
"49300","111.65559405","pp","Rv1120c (pp) 83332.Rv1625c","false","pp","Rv1120c (pp) 83332.Rv1625c",,"0.208","0.584",,,,,"0.911","0.752"
"49301","1052.6057625","pp","Rv1120c (pp) 83332.Rv2445c","false","pp","Rv1120c (pp) 83332.Rv2445c",,,"0.936","0.104",,,"0.067","0.941",
"49302","604.28121164","pp","Rv1120c (pp) 83332.Rv2583c","false","pp","Rv1120c (pp) 83332.Rv2583c",,,"0.936",,,,,"0.936",
"49303","88.32764102","pp","Rv1120c (pp) 83332.Rv2212","false","pp","Rv1120c (pp) 83332.Rv2212",,"0.195","0.393",,,,,"0.857","0.731"
"49304","259.06743141","pp","pknH (pp) 83332.Rv0402c","false","pp","pknH (pp) 83332.Rv0402c","0.104",,"0.711","0.237",,,,"0.798","0.1"
"49305","531.51516717","pp","pknH (pp) 83332.Rv1827","false","pp","pknH (pp) 83332.Rv1827","0.07","0.306",,"0.235",,,"0.068","0.782","0.599"
"49306","280.83868308","pp","pknH (pp) 83332.Rv0902c","false","pp","pknH (pp) 83332.Rv0902c","0.104",,"0.711","0.237",,,,"0.797","0.094"
"49307","299.00767777","pp","pknH (pp) 83332.Rv0352","false","pp","pknH (pp) 83332.Rv0352",,,"0.711","0.227",,,"0.06","0.783","0.091"
"49308","3358.54727307","pp","pknH (pp) 83332.Rv0632c","false","pp","pknH (pp) 83332.Rv0632c","0.071","0.205","0.711","0.167",,,,"0.798",
"49309","571.16147456","pp","pknH (pp) 83332.Rv2565","false","pp","pknH (pp) 83332.Rv2565","0.073",,"0.711","0.173",,,"0.067","0.775","0.083"
"49310","686.11605277","pp","pknH (pp) 83332.Rv2299c","false","pp","pknH (pp) 83332.Rv2299c",,,"0.711","0.272",,,,"0.792","0.095"
"49311","221.31589125","pp","pknH (pp) 83332.Rv0312","false","pp","pknH (pp) 83332.Rv0312",,"0.152","0.711","0.236",,,"0.066","0.809","0.077"
"49312","1584.77279175","pp","pknH (pp) 83332.Rv3264c","false","pp","pknH (pp) 83332.Rv3264c","0.072",,"0.711","0.216",,,"0.043","0.771",
"49313","417.94826558","pp","pknH (pp) 83332.Rv1032c","false","pp","pknH (pp) 83332.Rv1032c","0.104",,"0.711","0.237",,,,"0.797","0.094"
"49314","234.43922188","pp","pknH (pp) 83332.Rv0209","false","pp","pknH (pp) 83332.Rv0209",,,"0.711","0.224",,,"0.063","0.772","0.044"
"49315","973.51333378","pp","pknH (pp) 83332.Rv0350","false","pp","pknH (pp) 83332.Rv0350",,,"0.711","0.236","0.003",,"0.066","0.813","0.203"
"49316","5410.16057799","pp","pknH (pp) 83332.Rv2737c","false","pp","pknH (pp) 83332.Rv2737c","0.072",,"0.711","0.237",,,"0.068","0.796","0.099"
"49317","727.85328205","pp","pknH (pp) 83332.Rv2133c","false","pp","pknH (pp) 83332.Rv2133c","0.075",,"0.711","0.243",,,,"0.792","0.096"
"49318","914.12183992","pp","pknH (pp) 83332.Rv0342","false","pp","pknH (pp) 83332.Rv0342",,,"0.711","0.224",,,"0.063","0.772","0.044"
"49319","1559.65368452","pp","pknH (pp) 83332.Rv3365c","false","pp","pknH (pp) 83332.Rv3365c","0.104",,"0.711","0.237",,,,"0.798","0.1"
